ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,91080,18.66%,15727
にんにく,71241,14.60%,5820
サツマイモ,61467,12.60%,5630
その他野菜,33888,6.94%,6673
たまねぎ,33639,6.89%,3148
ジャガイモ,29269,6.00%,3241
セット・詰め合わせ,27016,5.54%,2397
トマト,23469,4.81%,2187
きのこ,18854,3.86%,3920
生姜,17821,3.65%,1928
カット野菜,14261,2.92%,1540
にんじん,12009,2.46%,1426
その他,8538,1.75%,1893
ねぎ,7226,1.48%,1202
山菜,6250,1.28%,906
アスパラガス,5118,1.05%,512
とうもろこし,4301,0.88%,888
かぼちゃ,4052,0.83%,646
ごぼう,3399,0.70%,861
キャベツ,3316,0.68%,657
水煮野菜,1958,0.40%,374
里芋,1864,0.38%,434
ほうれん草,1789,0.37%,596
大根,1613,0.33%,623
らっきょう,1330,0.27%,192
白菜,946,0.19%,244
キュウリ,635,0.13%,211
レタス,598,0.12%,204
ナス,578,0.12%,266
ニラ,456,0.09%,103
