ジャンル名,売上指数（千円）,シェア,商品ランク入り数
落花生,31638,24.97%,3486
大豆,26405,20.84%,4334
黒豆,25171,19.87%,3314
小豆,22407,17.68%,2795
その他,12537,9.89%,3105
ひよこ豆,2924,2.31%,761
インゲンマメ,2704,2.13%,828
枝豆,2038,1.61%,529
えんどう,884,0.70%,277
