ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,93489,19.89%,12428
サラシア,70732,15.05%,1505
ブルーベリー,55658,11.84%,3404
マカ,51538,10.97%,4442
キノコ・マッシュルーム,32426,6.90%,2131
ウコン,24770,5.27%,4032
スピルリナ,22268,4.74%,1142
ノコギリヤシ,14889,3.17%,1624
高麗人参,13161,2.80%,808
田七人参,13107,2.79%,889
イチョウ葉,12167,2.59%,1639
クロレラ,11345,2.41%,1165
フコイダン,9803,2.09%,283
梅肉,9684,2.06%,1329
フォルスコリ,6586,1.40%,821
チアシード,4077,0.87%,917
プエラリア,3781,0.80%,580
トンカットアリ,3044,0.65%,508
アサイー,2761,0.59%,414
ニンニク,2481,0.53%,369
セントジョーンズワート,2224,0.47%,548
マキベリー,1523,0.32%,248
カプサイシン,1309,0.28%,285
エキナセア,1298,0.28%,353
ビーポーレン,1292,0.27%,170
黒豆,1149,0.24%,135
ゴジベリー,1148,0.24%,165
カカオ,612,0.13%,107
じゃばら,564,0.12%,163
ガラナ,527,0.11%,127
メシマコブ茸,374,0.08%,99
バジルシード,111,0.02%,106
カムカム,41,0.01%,102
