ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,79810,16.24%,14485
サツマイモ,76052,15.48%,6682
きのこ,75659,15.40%,6280
にんにく,60578,12.33%,5796
その他野菜,27409,5.58%,7662
セット・詰め合わせ,25255,5.14%,3017
ジャガイモ,25242,5.14%,3232
たまねぎ,23611,4.81%,2983
生姜,17292,3.52%,1665
にんじん,14995,3.05%,1552
カット野菜,10333,2.10%,1324
トマト,8447,1.72%,1685
その他,8399,1.71%,2055
かぼちゃ,6449,1.31%,1441
里芋,5099,1.04%,926
ねぎ,4939,1.01%,1134
とうもろこし,4937,1.00%,941
山菜,3420,0.70%,506
ごぼう,2643,0.54%,801
キャベツ,2201,0.45%,654
ほうれん草,1930,0.39%,711
水煮野菜,1291,0.26%,292
らっきょう,1207,0.25%,216
大根,942,0.19%,469
ナス,845,0.17%,342
レタス,685,0.14%,268
キュウリ,657,0.13%,226
白菜,485,0.10%,261
アスパラガス,277,0.06%,150
ニラ,208,0.04%,129
