ジャンル名,売上指数（千円）,シェア,商品ランク入り数
水産物加工品,75063,55.28%,10358
肉加工品,18889,13.91%,2316
セット・詰め合わせ,12219,9.00%,1405
フルーツ・果物,10464,7.71%,2154
野菜・きのこ,10250,7.55%,1786
惣菜,8895,6.55%,1219
