ジャンル名,売上指数（千円）,シェア,商品ランク入り数
貝類,217072,12.30%,16021
カニ,199414,11.30%,7745
加工品,193984,10.99%,22756
魚卵,159966,9.06%,12493
サバ,149695,8.48%,4030
イカ,132010,7.48%,11429
セット・詰め合わせ,119137,6.75%,9236
エビ,117951,6.68%,6861
サケ,101171,5.73%,8412
マグロ,87109,4.93%,4956
海藻類,67705,3.84%,11160
その他水産物,46500,2.63%,8727
ウニ,30497,1.73%,1895
フグ,22971,1.30%,2009
タイ,19925,1.13%,1894
カツオ,19837,1.12%,1860
ブリ,12711,0.72%,661
イワシ,12417,0.70%,2687
その他,11538,0.65%,1623
アジ,11023,0.62%,1307
タコ,9929,0.56%,1713
ホッケ,7870,0.45%,963
タラ,5072,0.29%,1103
サンマ,4430,0.25%,503
生ちりめん・生しらす,4039,0.23%,672
シシャモ,1458,0.08%,383
