ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ホタテ,98932,57.46%,4401
カキ,38615,22.43%,2985
シジミ,6573,3.82%,1163
ハマグリ,5080,2.95%,495
アワビ,4443,2.58%,515
つぶ貝,4001,2.32%,607
サザエ,3634,2.11%,397
アサリ,3185,1.85%,517
その他,2497,1.45%,423
ホヤ,2370,1.38%,421
ムール貝,863,0.50%,199
赤貝,361,0.21%,115
ほっき貝,304,0.18%,179
エスカルゴ,277,0.16%,159
とこぶし,273,0.16%,122
ばい貝,255,0.15%,101
鳥貝・トリガイ,187,0.11%,108
平貝・タイラギ,171,0.10%,99
ミル貝,167,0.10%,84
