ジャンル名,売上指数（千円）,シェア,商品ランク入り数
カッターナイフ,14671,31.74%,2857
はさみ,11612,25.12%,4082
裁断機・ディスクカッター,7634,16.51%,876
カッティングマット,4855,10.50%,972
手動シュレッダー,4027,8.71%,364
レターオープナー・ペーパーナイフ,2011,4.35%,648
その他,882,1.91%,391
カッター替え刃,535,1.16%,292
