ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,81300,15.81%,15588
にんにく,71232,13.86%,6575
きのこ,63105,12.27%,5886
サツマイモ,49467,9.62%,5190
ジャガイモ,44220,8.60%,3250
その他野菜,37209,7.24%,6645
たまねぎ,30747,5.98%,3661
セット・詰め合わせ,23873,4.64%,2720
とうもろこし,19037,3.70%,1810
生姜,17273,3.36%,1924
カット野菜,12937,2.52%,1770
トマト,10880,2.12%,1902
にんじん,10858,2.11%,1328
かぼちゃ,6567,1.28%,1266
その他,6554,1.27%,1694
ねぎ,5719,1.11%,1109
山菜,3865,0.75%,605
里芋,3056,0.59%,530
ほうれん草,2221,0.43%,621
ごぼう,2122,0.41%,701
水煮野菜,2002,0.39%,420
大根,1580,0.31%,588
キュウリ,1572,0.31%,348
ナス,1514,0.29%,545
キャベツ,1502,0.29%,531
アスパラガス,1275,0.25%,260
らっきょう,1264,0.25%,218
レタス,541,0.11%,239
白菜,379,0.07%,181
ニラ,249,0.05%,89
