ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,15632,25.04%,4156
米みそ,10291,16.49%,2639
セット・詰め合わせ,9468,15.17%,1941
合わせみそ,8116,13.00%,2402
麦みそ,8001,12.82%,1810
白みそ,4353,6.97%,1405
赤みそ,3302,5.29%,1323
粒みそ,2146,3.44%,666
豆みそ,1112,1.78%,520
