ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,26226,12.83%,22316
その他,24618,12.04%,10437
リボン,21000,10.27%,19221
手芸用テープ,16218,7.93%,0
ひも,14037,6.86%,8605
ボタン,12467,6.10%,11450
ファスナー,12325,6.03%,8907
レース,12114,5.92%,13068
ミシン糸,11593,5.67%,7998
接着テープ・接着芯,8022,3.92%,3929
持ち手・ハンドル,6295,3.08%,2925
ゴム,5978,2.92%,4293
面ファスナー,4634,2.27%,1441
ホック,4486,2.19%,2675
口金,4467,2.18%,2553
型紙・パターン,3956,1.93%,2289
芯地,3135,1.53%,1345
手縫い糸,3115,1.52%,2741
ネームシール,2167,1.06%,1338
バックル,2106,1.03%,2031
ブレード,2043,1.00%,1755
チェーン,1346,0.66%,1207
スパンコール,1119,0.55%,1476
裏地,464,0.23%,276
マラボー,393,0.19%,162
肩パット,158,0.08%,157
フェルト(1703削除),0,0.00%,334
