ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,22742,37.94%,3328
祝儀袋,12050,20.10%,6746
ふくさ,10068,16.80%,2294
風呂敷,3599,6.00%,1252
ウェルカムボード,3528,5.89%,288
水引,2462,4.11%,1334
結納品,2349,3.92%,283
のし紙,1328,2.22%,828
香典袋,754,1.26%,486
ゲストブック,450,0.75%,141
招待状,268,0.45%,98
席札,264,0.44%,135
席次表,81,0.14%,37
