ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ぬか漬け,11718,11.41%,1969
セット・詰め合わせ,11330,11.03%,1814
塩漬け,10979,10.69%,2132
しょうゆ漬け,10092,9.83%,2888
たくあん漬け,9623,9.37%,1969
松前漬け,9300,9.06%,951
その他,8074,7.86%,2755
らっきょう漬け,7484,7.29%,1192
酢漬け,5971,5.81%,1252
みそ漬け,4745,4.62%,1301
浅漬け,4030,3.92%,1257
かす漬け,3197,3.11%,638
しば漬け,2520,2.45%,741
こうじ漬け,1224,1.19%,347
わさび漬け,1189,1.16%,349
福神漬け,935,0.91%,312
もろみ漬け,280,0.27%,85
