ジャンル名,売上指数（千円）,シェア,商品ランク入り数
クッキー・ビスケット,10100,39.07%,1875
ゼリー,6820,26.39%,1505
チョコレートバー,2211,8.55%,372
チップス・せんべい,2120,8.20%,609
その他,1649,6.38%,448
キャンディ,1081,4.18%,436
プリン,566,2.19%,153
ケーキ,533,2.06%,93
グミ,284,1.10%,83
和菓子,173,0.67%,53
ウエハース,157,0.61%,80
クラッカー,77,0.30%,24
フレーク,58,0.23%,5
ガム,10,0.04%,4
ラスク,9,0.03%,2
