ジャンル名,売上指数（千円）,シェア,商品ランク入り数
プロテイン,1637595,21.83%,37969
その他,1457068,19.42%,31000
植物性エキス,730627,9.74%,47615
ビタミン,664911,8.86%,39984
ファイトケミカル,566547,7.55%,14871
アミノ酸,540086,7.20%,23962
ミネラル,346173,4.61%,26094
プロバイオティクス,240312,3.20%,11970
コラーゲン,221536,2.95%,11683
脂肪酸・オイル,185942,2.48%,10332
酵素,169537,2.26%,10768
食物繊維,147296,1.96%,8237
ビタミン・ミネラル混合,103338,1.38%,3043
グルコサミン・コンドロイチン,83637,1.11%,4254
動物性エキス,71675,0.96%,4320
プラセンタ,70971,0.95%,3876
ラクトフェリン,50243,0.67%,1138
クエン酸,44496,0.59%,3466
ローヤルゼリー,34388,0.46%,1385
プロポリス,28646,0.38%,2385
ヒアルロン酸,28047,0.37%,1505
オリゴ糖,27596,0.37%,2468
動植物性混合エキス,24062,0.32%,1269
ミドリムシ,21131,0.28%,847
核酸,5814,0.08%,360
