ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,232030,17.11%,12038
加工品,213737,15.76%,32844
貝類,136729,10.08%,14061
魚卵,107329,7.91%,5399
カニ,107055,7.89%,5572
マグロ,96637,7.13%,5255
イカ,73358,5.41%,9817
エビ,70076,5.17%,6521
サケ,61863,4.56%,7332
ウニ,46901,3.46%,3115
海藻類,45609,3.36%,11566
その他水産物,35449,2.61%,9159
サバ,23120,1.70%,3727
フグ,18394,1.36%,1628
カツオ,17801,1.31%,2083
タイ,13153,0.97%,1785
イワシ,12772,0.94%,2372
その他,10197,0.75%,1589
タコ,7535,0.56%,1728
ブリ,7371,0.54%,0
アジ,5214,0.38%,1319
ホッケ,4961,0.37%,922
タラ,2787,0.21%,875
生ちりめん・生しらす,2718,0.20%,0
サンマ,2245,0.17%,455
シシャモ,1257,0.09%,334
たらこ(1409削除),0,0.00%,622
ちりめん・しらす(1711削除),0,0.00%,654
イクラ・筋子(1409削除),0,0.00%,639
数の子(1409削除),0,0.00%,737
明太子(1409削除),0,0.00%,4114
