ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,8599,28.35%,2012
山芋・自然薯,7420,24.46%,807
ブロッコリー,3335,11.00%,625
菊芋,2827,9.32%,370
れんこん,1258,4.15%,426
大葉・しそ,917,3.03%,185
カリフラワー,838,2.76%,138
オクラ,826,2.72%,295
たけのこ,748,2.46%,186
小松菜,744,2.45%,265
明日葉,662,2.18%,102
ゴーヤー,624,2.06%,176
ピーマン,418,1.38%,231
セロリ,379,1.25%,90
パセリ,141,0.46%,73
行者にんにく,106,0.35%,48
春菊,96,0.32%,26
エシャロット,94,0.31%,30
銀杏,83,0.28%,20
パクチー・コリアンダー,75,0.25%,34
ルッコラ,75,0.25%,17
かぶ,30,0.10%,22
水菜,23,0.08%,31
ヤーコン,13,0.04%,6
