ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,10106,41.50%,3660
キーホルダー,9692,39.81%,4399
携帯ストラップ,2281,9.37%,1092
指輪,1067,4.38%,463
ペンダント・ネックレス,782,3.21%,701
ブレスレット,420,1.73%,271
