ジャンル名,売上指数（千円）,シェア,商品ランク入り数
だし,262142,18.58%,27374
油,221027,15.67%,28309
しお,95221,6.75%,17777
砂糖・甘味料,94044,6.67%,14597
しょうゆ,80720,5.72%,21539
ソース・たれ,76190,5.40%,22977
スパイス,75983,5.39%,26731
酢,64027,4.54%,10201
ふりかけ,54211,3.84%,13401
セット・詰め合わせ,52548,3.72%,3958
みそ,51818,3.67%,17208
その他,45807,3.25%,9588
料理の素,36144,2.56%,12135
ドレッシング,27724,1.97%,9602
ミックススパイス・混合調味料,23939,1.70%,7099
中華調味料,19353,1.37%,6423
めんつゆ,19342,1.37%,5612
ポン酢,17727,1.26%,5364
麹,17662,1.25%,3107
みりん,16595,1.18%,2982
韓国調味料,8468,0.60%,3569
マヨネーズ,8020,0.57%,2698
アジアン・エスニック調味料,7627,0.54%,2269
酒粕,5978,0.42%,1192
ケチャップ,4841,0.34%,2106
ハーブ,4728,0.34%,3119
料理酒,4529,0.32%,1171
わさび,3655,0.26%,1608
からし・マスタード,3292,0.23%,1679
ラーメンスープ,2985,0.21%,1220
ラード,2807,0.20%,203
生わさび,1576,0.11%,400
