ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,139341,21.91%,12309
火災警報器・ガス警報器,91259,14.35%,5022
防災セット・非常用持ちだし袋,75611,11.89%,2588
その他,63185,9.94%,4882
簡易トイレ,51497,8.10%,2877
消火器,31883,5.01%,1923
懐中電灯,29833,4.69%,4956
家具転倒防止用品,21373,3.36%,3899
携帯用浄水器,17747,2.79%,568
固形燃料,13876,2.18%,1021
保存水,13780,2.17%,1092
メガホン・拡声器,12937,2.03%,675
防災ラジオ,12647,1.99%,943
携帯トイレ,7930,1.25%,1243
簡易毛布・寝袋,7547,1.19%,1376
応急手当用品,7016,1.10%,913
避難はしご,6514,1.02%,345
給水用品,6405,1.01%,1075
防災ヘルメット,5485,0.86%,545
土嚢,5012,0.79%,310
ガソリン缶,4325,0.68%,449
担架,2508,0.39%,142
防災用ストーブ,2214,0.35%,116
防災頭巾,2067,0.33%,446
発熱・加熱剤,1501,0.24%,433
放射能測定器・ガイガーカウンター,1390,0.22%,122
笛・ホイッスル,1091,0.17%,440
