ジャンル名,売上指数（千円）,シェア,商品ランク入り数
焼き海苔,122866,49.06%,7249
味付け海苔,63693,25.43%,6217
セット・詰め合わせ,26917,10.75%,3358
韓国海苔,14739,5.88%,2068
その他,10789,4.31%,2081
青海苔,6420,2.56%,1144
きざみ海苔・もみ海苔,5035,2.01%,1003
