ジャンル名,売上指数（千円）,シェア,商品ランク入り数
コーヒー豆,328393,34.09%,27223
コーヒー飲料,295217,30.64%,26133
ドリップバッグ,162033,16.82%,14819
カプセルコーヒー,87921,9.13%,7356
インスタントコーヒー,64300,6.67%,11234
その他,25553,2.65%,3979
