ジャンル名,売上指数（千円）,シェア,商品ランク入り数
透明OPP袋,30450,23.04%,10222
袋・ギフトバッグ,29841,22.58%,11269
シール・ステッカー,20752,15.70%,14777
デザインマスキングテープ,13360,10.11%,11375
その他,12254,9.27%,9414
箱・ギフトボックス,10512,7.95%,3727
包装紙,6317,4.78%,2687
ラッピングセット,5850,4.43%,4095
リボン,2813,2.13%,1803
