ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サバ,378914,19.19%,4284
サケ,231541,11.73%,8575
カニ,227257,11.51%,7982
貝類,187938,9.52%,12993
加工品,138133,7.00%,19485
魚卵,112951,5.72%,9568
エビ,106823,5.41%,5725
セット・詰め合わせ,91373,4.63%,7835
マグロ,83981,4.25%,4068
イカ,78672,3.98%,9111
海藻類,69213,3.51%,10087
その他水産物,47095,2.39%,6161
ホッケ,40371,2.04%,941
フグ,37620,1.91%,2311
アジ,24589,1.25%,1452
ウニ,21663,1.10%,1545
ブリ,15227,0.77%,885
タイ,14429,0.73%,1598
タラ,13733,0.70%,1287
カツオ,13374,0.68%,1299
イワシ,11580,0.59%,2681
タコ,9438,0.48%,1629
その他,8940,0.45%,1510
シシャモ,3983,0.20%,391
サンマ,3590,0.18%,442
生ちりめん・生しらす,2179,0.11%,393
