ジャンル名,売上指数（千円）,シェア,商品ランク入り数
オリーブオイル,68180,28.31%,8544
こめ油,42366,17.59%,2594
ココナッツオイル,26156,10.86%,2411
ごま油,20674,8.59%,3135
その他,18281,7.59%,2659
亜麻仁油,16288,6.76%,1441
サラダ油,11637,4.83%,514
なたね油・キャノーラ油,10463,4.35%,1483
えごま油,9603,3.99%,1338
セット・詰め合わせ,5164,2.14%,724
大豆油,4608,1.91%,191
グレープシードオイル,4259,1.77%,194
椿油,663,0.28%,141
ひまわり油,618,0.26%,160
アボカドオイル,543,0.23%,147
トリュフオイル,530,0.22%,143
べに花油,366,0.15%,149
コーン油,154,0.06%,95
玄米油,123,0.05%,122
ピーナッツオイル,114,0.05%,119
マスタードオイル,18,0.01%,92
