ジャンル名,売上指数（千円）,シェア,商品ランク入り数
磁気アクセサリー,117610,78.35%,4619
その他,23480,15.64%,1401
チタンアクセサリー,3811,2.54%,731
ゲルマニウムアクセサリー,2825,1.88%,282
マイナスイオンアクセサリー,1932,1.29%,284
ブラックシリカ,329,0.22%,98
トルマリンアクセサリー,117,0.08%,30
