ジャンル名,売上指数（千円）,シェア,商品ランク入り数
カニ,877604,30.64%,11940
貝類,457219,15.96%,15046
魚卵,254691,8.89%,12796
サバ,243562,8.50%,3715
加工品,165060,5.76%,20904
サケ,147795,5.16%,8800
エビ,122610,4.28%,6764
イカ,105166,3.67%,9837
セット・詰め合わせ,95804,3.35%,7850
マグロ,82908,2.89%,4626
海藻類,62099,2.17%,10260
その他水産物,46535,1.62%,6413
フグ,34877,1.22%,2147
ウニ,29328,1.02%,1798
サンマ,20735,0.72%,1029
カツオ,17476,0.61%,1760
タイ,15103,0.53%,1786
アジ,12147,0.42%,1383
ホッケ,11270,0.39%,776
その他,11232,0.39%,1533
ブリ,10956,0.38%,643
イワシ,10477,0.37%,2466
タコ,10418,0.36%,1518
シシャモ,9193,0.32%,439
タラ,6643,0.23%,925
生ちりめん・生しらす,2973,0.10%,522
