ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ネックピロー・クッション,25806,28.09%,2710
耳栓,24507,26.68%,3057
携帯用スリッパ,23238,25.29%,2317
アイマスク,14303,15.57%,2266
フットレスト,2724,2.97%,578
その他,1292,1.41%,246
