ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,162588,29.11%,12984
マカ,57654,10.32%,4511
ブルーベリー,44338,7.94%,3573
サラシア,44006,7.88%,1660
キノコ・マッシュルーム,35267,6.31%,2160
ウコン,31509,5.64%,4528
スピルリナ,29299,5.25%,1369
ノコギリヤシ,19724,3.53%,1829
高麗人参,15919,2.85%,899
クロレラ,15916,2.85%,1183
イチョウ葉,14576,2.61%,1695
田七人参,13798,2.47%,851
梅肉,11142,1.99%,1331
フォルスコリ,10137,1.81%,749
フコイダン,9201,1.65%,270
ニンニク,6984,1.25%,732
トンカットアリ,5423,0.97%,635
チアシード,5248,0.94%,820
プエラリア,4189,0.75%,523
アサイー,3631,0.65%,422
セントジョーンズワート,3162,0.57%,615
カプサイシン,2643,0.47%,380
ゴジベリー,2140,0.38%,190
マキベリー,1967,0.35%,240
黒豆,1888,0.34%,127
ビーポーレン,1456,0.26%,204
ガラナ,1444,0.26%,116
エキナセア,1189,0.21%,336
じゃばら,893,0.16%,221
カカオ,798,0.14%,112
メシマコブ茸,278,0.05%,95
カムカム,148,0.03%,125
バジルシード,23,0.00%,128
