ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,10027,29.24%,2221
山芋・自然薯,6521,19.01%,848
ブロッコリー,3811,11.11%,644
菊芋,2810,8.19%,344
れんこん,2098,6.12%,531
銀杏,1859,5.42%,218
たけのこ,1372,4.00%,264
カリフラワー,810,2.36%,122
ゴーヤー,773,2.25%,150
オクラ,668,1.95%,251
小松菜,655,1.91%,289
明日葉,636,1.86%,83
ピーマン,468,1.37%,224
かぶ,414,1.21%,98
セロリ,353,1.03%,101
大葉・しそ,240,0.70%,108
パセリ,153,0.45%,62
行者にんにく,149,0.44%,42
エシャロット,130,0.38%,42
ヤーコン,124,0.36%,34
パクチー・コリアンダー,82,0.24%,29
春菊,76,0.22%,34
水菜,46,0.13%,36
ルッコラ,19,0.06%,10
