ジャンル名,売上指数（千円）,シェア,商品ランク入り数
インナー,28368,44.57%,2727
ウエストシェイパー・腹巻,14564,22.88%,1422
ソックス,8326,13.08%,1220
ふくらはぎシェイパー,4026,6.33%,751
フェイスマスク,3859,6.06%,701
二の腕シェイパー,2876,4.52%,559
その他,998,1.57%,249
太ももシェイパー,636,1.00%,157
