ジャンル名,売上指数（千円）,シェア,商品ランク入り数
栄養・健康ドリンク,593484,51.57%,33417
その他,178503,15.51%,11746
特定保健用食品,142458,12.38%,7015
栄養調整食品,134812,11.71%,10726
健康油,45452,3.95%,3314
特別用途食品,30034,2.61%,3270
にがり,14702,1.28%,1230
マクロビオティック,8630,0.75%,1459
スープ,2839,0.25%,588
