ジャンル名,売上指数（千円）,シェア,商品ランク入り数
神棚,29724,51.13%,3101
その他,12213,21.01%,2093
御霊舎,10264,17.65%,111
神具セット,3768,6.48%,720
三方,747,1.29%,191
燈籠,725,1.25%,59
神鏡,479,0.82%,93
香炉,177,0.30%,38
かがり火,42,0.07%,19
