ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,570098,24.54%,11488
入浴剤,540282,23.26%,29718
その他,228366,9.83%,12054
バスマット,145505,6.26%,11932
風呂ふた,137585,5.92%,6676
ソープボトル・シャンプーボトル,129621,5.58%,9074
整理棚・ラック,115030,4.95%,10819
椅子,91622,3.94%,6670
自動ソープディスペンサー,69166,2.98%,2676
タオルハンガー,61024,2.63%,6798
ボディタオル,37688,1.62%,7482
バス保温器,30118,1.30%,598
サウナハット,28236,1.22%,2305
浴槽・浴室内マット,27626,1.19%,2646
ボディブラシ,24350,1.05%,1641
洗面器・風呂桶,18118,0.78%,3199
石けんケース・石けん台,16224,0.70%,3381
セット,13012,0.56%,1186
ボディスポンジ,11275,0.49%,2186
シャワーヘッドホルダー・シャワーフック,9944,0.43%,1749
シャワーカーテン,9001,0.39%,1551
バスピロー,4408,0.19%,520
泡立てネット,1717,0.07%,501
バスブーツ,1571,0.07%,313
軽石,1147,0.05%,341
