ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,185223,26.88%,14422
ウコン,53514,7.77%,4895
マカ,50930,7.39%,4541
キノコ・マッシュルーム,44680,6.48%,2126
サラシア,40992,5.95%,1791
ブルーベリー,36812,5.34%,3381
フコイダン,34771,5.05%,713
高麗人参,29702,4.31%,1319
スピルリナ,28401,4.12%,1187
イチョウ葉,24220,3.51%,2104
ノコギリヤシ,23308,3.38%,1664
クロレラ,19756,2.87%,1209
梅肉,16757,2.43%,1418
トンカットアリ,15955,2.32%,806
じゃばら,15170,2.20%,925
田七人参,13956,2.03%,814
チアシード,10651,1.55%,765
アサイー,8699,1.26%,589
ニンニク,8177,1.19%,883
フォルスコリ,4784,0.69%,541
マキベリー,4430,0.64%,341
プエラリア,3937,0.57%,392
セントジョーンズワート,3008,0.44%,582
カプサイシン,2415,0.35%,313
ゴジベリー,1962,0.28%,136
ビーポーレン,1892,0.27%,237
エキナセア,1749,0.25%,292
黒豆,1137,0.16%,72
ガラナ,1046,0.15%,94
メシマコブ茸,550,0.08%,21
カカオ,263,0.04%,56
カムカム,197,0.03%,38
バジルシード,73,0.01%,19
