ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ダイエットドリンク,228370,38.26%,14289
ダイエット器具,170247,28.52%,8813
ダイエットフード,82089,13.75%,9447
ダイエット・シェイプアップウェア,74088,12.41%,6098
ダイエットスイーツ,28388,4.76%,7005
その他,13698,2.29%,1311
