ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ダイエット紅茶,14001,42.41%,1525
その他,11739,35.56%,1418
ダイエット緑茶,5233,15.85%,715
ダイエットフルーツ茶,2037,6.17%,333
