ジャンル名,売上指数（千円）,シェア,商品ランク入り数
牛肉,526349,49.22%,31875
加工品,186158,17.41%,22299
鶏肉,171102,16.00%,16974
豚肉,80164,7.50%,12840
馬肉,49095,4.59%,3431
羊肉,17715,1.66%,2300
鴨肉,10202,0.95%,1317
鹿肉,7175,0.67%,1268
精肉セット,7020,0.66%,528
その他肉類,6189,0.58%,998
猪肉,4663,0.44%,548
挽肉,2323,0.22%,398
七面鳥,1118,0.10%,160
ダチョウ肉,85,0.01%,9
