ジャンル名,売上指数（千円）,シェア,商品ランク入り数
イクラ・筋子,65980,39.33%,3168
明太子,62034,36.97%,5270
数の子,20047,11.95%,1773
たらこ,11816,7.04%,1184
キャビア,4305,2.57%,330
からすみ,3037,1.81%,461
その他,443,0.26%,123
数の子明太,113,0.07%,29
