ジャンル名,売上指数（千円）,シェア,商品ランク入り数
スパッツ・レギンス,23340,74.96%,1659
その他,2867,9.21%,394
ショーツ,2212,7.10%,279
ストッキング,1242,3.99%,227
パンツ,706,2.27%,171
キャミソール,616,1.98%,204
ブラジャー,156,0.50%,127
