ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,15348,32.53%,1694
ナマコ,6486,13.75%,194
ハモ,4221,8.95%,500
アユ,4060,8.60%,813
カレイ,2137,4.53%,457
カンパチ,2106,4.46%,137
サメ,1694,3.59%,188
エイ,1600,3.39%,356
ノドグロ,1152,2.44%,172
サワラ,1021,2.16%,118
ニシン,989,2.10%,294
トビウオ,694,1.47%,168
ヒラメ,676,1.43%,151
アカメ・メヒカリ,642,1.36%,108
カワハギ,639,1.35%,217
クラゲ,613,1.30%,208
イワナ,502,1.06%,58
クエ,465,0.98%,38
キス,377,0.80%,128
カジキ,257,0.55%,51
コイ,241,0.51%,73
ハタハタ,225,0.48%,66
アンコウ,223,0.47%,56
タチウオ,211,0.45%,53
マス,211,0.45%,48
スズキ,106,0.22%,23
カマス,71,0.15%,40
イサキ,57,0.12%,17
コチ,53,0.11%,20
オコゼ,43,0.09%,13
サヨリ,22,0.05%,9
メバル,18,0.04%,8
カサゴ,14,0.03%,5
アラ,6,0.01%,2
アイナメ,4,0.01%,2
ヤマメ,3,0.01%,2
