ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,28084,12.84%,23896
リボン,25721,11.76%,21594
手芸用テープ,19886,9.09%,14038
その他,18509,8.46%,9740
ひも,16773,7.67%,9979
ボタン,14168,6.48%,12766
ファスナー,13871,6.34%,9506
ミシン糸,12876,5.89%,8276
レース,11832,5.41%,12895
接着テープ・接着芯,9255,4.23%,4138
持ち手・ハンドル,7354,3.36%,3016
ゴム,5762,2.64%,4110
口金,5701,2.61%,3076
ホック,5281,2.41%,2865
芯地,3940,1.80%,1453
面ファスナー,3378,1.54%,1363
手縫い糸,3209,1.47%,2996
型紙・パターン,3027,1.38%,2420
ブレード,2581,1.18%,2000
バックル,2107,0.96%,2033
ネームシール,1631,0.75%,948
チェーン,1368,0.63%,1142
スパンコール,1195,0.55%,1605
裏地,611,0.28%,421
マラボー,346,0.16%,199
肩パット,196,0.09%,164
