ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,363369,25.70%,9343
入浴剤,313756,22.19%,27326
ソープボトル・シャンプーボトル,103430,7.32%,7787
整理棚・ラック,90074,6.37%,8282
バスマット,86680,6.13%,8265
その他,80145,5.67%,9546
風呂ふた,67618,4.78%,3986
椅子,59333,4.20%,4428
自動ソープディスペンサー,49953,3.53%,2044
タオルハンガー,49899,3.53%,5313
ボディタオル,24656,1.74%,5499
サウナハット,24516,1.73%,1952
バス保温器,19475,1.38%,409
浴槽・浴室内マット,16021,1.13%,1717
洗面器・風呂桶,15160,1.07%,2398
石けんケース・石けん台,10657,0.75%,2430
ボディスポンジ,9189,0.65%,1782
シャワーヘッドホルダー・シャワーフック,7151,0.51%,1193
セット,6470,0.46%,664
ボディブラシ,6247,0.44%,1146
シャワーカーテン,3790,0.27%,919
バスピロー,3007,0.21%,457
泡立てネット,1256,0.09%,414
バスブーツ,1249,0.09%,226
軽石,612,0.04%,220
