ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆乳,95340,64.77%,11076
アーモンドミルク,31648,21.50%,3149
その他,18495,12.56%,1738
ライスミルク,1315,0.89%,234
ココナッツミルク,409,0.28%,100
