ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,139927,24.41%,5254
その他,102987,17.96%,5759
タン,85026,14.83%,4225
肩ロース,46392,8.09%,2353
サーロイン,35835,6.25%,1917
モモ,34942,6.09%,2663
バラ・カルビ,33942,5.92%,2393
ヒレ・シャトーブリアン,23638,4.12%,1327
リブロース,19940,3.48%,902
ホルモン,15007,2.62%,2318
ハラミ,13210,2.30%,1158
ランプ,6629,1.16%,563
みすじ,5910,1.03%,337
レバー,3827,0.67%,470
ミノ,2027,0.35%,274
スネ,1595,0.28%,259
テール,1298,0.23%,216
ハツ,477,0.08%,163
ハチノス,388,0.07%,111
ギアラ・赤センマイ,301,0.05%,114
