ジャンル名,売上指数（千円）,シェア,商品ランク入り数
DHA,123195,74.85%,6685
HMB,23297,14.16%,1192
EPA,5903,3.59%,608
その他,3879,2.36%,534
フィッシュオイル,3109,1.89%,321
マルチ脂肪酸,2563,1.56%,223
クリルオイル,2278,1.38%,182
CLA,356,0.22%,115
