ジャンル名,売上指数（千円）,シェア,商品ランク入り数
たけのこ,11391,27.53%,1126
その他,8266,19.98%,1961
山芋・自然薯,4512,10.90%,735
菊芋,3634,8.78%,605
ブロッコリー,3074,7.43%,606
行者にんにく,2901,7.01%,328
れんこん,1529,3.70%,482
カリフラワー,1319,3.19%,241
ゴーヤー,798,1.93%,214
明日葉,663,1.60%,118
オクラ,535,1.29%,216
大葉・しそ,534,1.29%,184
小松菜,512,1.24%,250
ピーマン,433,1.05%,221
セロリ,381,0.92%,193
ヤーコン,214,0.52%,110
銀杏,180,0.43%,118
エシャロット,106,0.26%,107
パセリ,102,0.25%,151
パクチー・コリアンダー,86,0.21%,107
かぶ,67,0.16%,123
春菊,64,0.16%,135
水菜,44,0.11%,114
ルッコラ,31,0.07%,106
