ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,5279,31.05%,1083
しいたけ,4334,25.49%,820
トリュフ,2082,12.25%,287
まいたけ,1973,11.61%,431
えのき,1372,8.07%,407
まつたけ,700,4.12%,173
ポルチーニ,535,3.15%,183
なめこ,399,2.35%,198
しめじ,288,1.70%,201
エリンギ,37,0.22%,142
