ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,101337,43.05%,2167
その他,26469,11.25%,3932
位牌,21694,9.22%,1420
具足・仏具セット,14641,6.22%,1164
りん,13958,5.93%,1472
骨壷,11900,5.06%,1355
仏像,9777,4.15%,487
掛軸,5119,2.17%,729
仏花,3930,1.67%,707
香炉,3756,1.60%,698
花立,3539,1.50%,671
盆提灯,3532,1.50%,435
経机,3236,1.37%,341
線香立,2909,1.24%,1039
具足,2106,0.89%,244
木魚,1442,0.61%,65
香炉灰・香炉石,1213,0.52%,543
骨袋,1014,0.43%,334
香道具,956,0.41%,249
仏具用お手入れ用品,950,0.40%,360
経本,910,0.39%,421
線香着火器,470,0.20%,220
香立て,413,0.18%,164
水晶玉,101,0.04%,29
