ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゴルゴンゾーラ,1223,60.08%,289
その他,405,19.90%,184
フルムダンベール,171,8.42%,100
ロックフォール,160,7.88%,130
スティルトン,76,3.73%,97
