ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ドリンクヨーグルト,39656,49.06%,3660
セット・詰め合わせ,17685,21.88%,1115
ソフトヨーグルト,9228,11.42%,1307
その他,4593,5.68%,825
無糖ヨーグルト,3139,3.88%,544
ギリシャヨーグルト,3097,3.83%,306
カスピ海ヨーグルト,2282,2.82%,476
低脂肪ヨーグルト,1149,1.42%,200
