ジャンル名,売上指数（千円）,シェア,商品ランク入り数
洗剤・柔軟剤・クリーナー,3315723,63.21%,187057
ティッシュ・トイレットペーパー,1078420,20.56%,65734
キッチン消耗品,211116,4.02%,34946
虫除け・殺虫剤,198657,3.79%,30092
消臭剤・芳香剤,180589,3.44%,27405
袋,168363,3.21%,39674
除湿剤・乾燥剤,58815,1.12%,6191
衣類用消臭剤・芳香剤,19787,0.38%,2959
衣類用防虫剤,13738,0.26%,2454
