ジャンル名,売上指数（千円）,シェア,商品ランク入り数
だし,290306,17.54%,27078
油,273886,16.55%,24691
しお,116987,7.07%,18377
砂糖・甘味料,105732,6.39%,14747
しょうゆ,93226,5.63%,21762
スパイス,92270,5.58%,25375
ソース・たれ,87766,5.30%,23406
酢,77046,4.66%,10638
ふりかけ,70286,4.25%,14628
みそ,59168,3.58%,15253
その他,47470,2.87%,8753
麹,40507,2.45%,4175
料理の素,39645,2.40%,10699
セット・詰め合わせ,39165,2.37%,3194
めんつゆ,31280,1.89%,7521
ドレッシング,30406,1.84%,9449
みりん,23912,1.44%,2996
ポン酢,20869,1.26%,4989
中華調味料,20498,1.24%,5825
ミックススパイス・混合調味料,19064,1.15%,5997
アジアン・エスニック調味料,11072,0.67%,2931
マヨネーズ,10603,0.64%,2633
韓国調味料,9309,0.56%,3058
ケチャップ,7659,0.46%,2171
ハーブ,7583,0.46%,3299
料理酒,6748,0.41%,1075
わさび,5274,0.32%,1542
酒粕,4971,0.30%,881
ラーメンスープ,4637,0.28%,1630
からし・マスタード,3386,0.20%,1696
ラード,2596,0.16%,268
生わさび,1675,0.10%,362
