ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,8545,27.73%,1918
山芋・自然薯,5629,18.27%,872
菊芋,3170,10.29%,594
ブロッコリー,2926,9.50%,607
れんこん,1789,5.81%,506
カリフラワー,1615,5.24%,246
たけのこ,1360,4.41%,251
小松菜,1058,3.43%,371
ゴーヤー,766,2.48%,181
明日葉,650,2.11%,126
オクラ,568,1.84%,229
銀杏,468,1.52%,152
セロリ,442,1.43%,173
行者にんにく,384,1.25%,140
ピーマン,377,1.22%,222
ヤーコン,344,1.12%,111
かぶ,268,0.87%,169
大葉・しそ,124,0.40%,143
エシャロット,110,0.36%,125
春菊,73,0.24%,137
パクチー・コリアンダー,58,0.19%,106
パセリ,51,0.16%,137
水菜,22,0.07%,122
ルッコラ,18,0.06%,131
