ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,101807,21.80%,11949
その他,54026,11.57%,4356
火災警報器・ガス警報器,53540,11.46%,4232
防災セット・非常用持ちだし袋,52201,11.18%,2409
簡易トイレ,45351,9.71%,2955
消火器,25179,5.39%,2000
懐中電灯,19978,4.28%,3882
家具転倒防止用品,15828,3.39%,3465
保存水,14128,3.03%,1273
メガホン・拡声器,11651,2.49%,780
携帯用浄水器,10916,2.34%,490
防災ラジオ,8625,1.85%,864
防災頭巾,6455,1.38%,1338
携帯トイレ,6409,1.37%,1118
防災ヘルメット,6001,1.29%,641
避難はしご,5913,1.27%,359
応急手当用品,5457,1.17%,882
給水用品,4469,0.96%,928
簡易毛布・寝袋,4319,0.92%,1009
固形燃料,3911,0.84%,644
土嚢,3221,0.69%,280
ガソリン缶,1836,0.39%,295
発熱・加熱剤,1620,0.35%,346
担架,1414,0.30%,155
笛・ホイッスル,1233,0.26%,602
放射能測定器・ガイガーカウンター,1066,0.23%,119
防災用ストーブ,444,0.09%,122
