ジャンル名,売上指数（千円）,シェア,商品ランク入り数
防犯カメラ,249504,48.06%,8773
金庫,75657,14.57%,3241
その他,71561,13.78%,7523
ドアまわり防犯用品,35622,6.86%,2097
防犯システム,29052,5.60%,767
防犯センサー,15121,2.91%,1640
窓まわり防犯用品,14253,2.75%,1634
防犯アラーム,9634,1.86%,1883
南京錠,7603,1.46%,1727
キーボックス,7589,1.46%,935
防犯ステッカー,3592,0.69%,1555
