ジャンル名,売上指数（千円）,シェア,商品ランク入り数
植物茶,243900,36.26%,27930
日本茶,190613,28.34%,27559
紅茶,100532,14.95%,18869
ハーブティー,85985,12.78%,18198
中国茶,26597,3.95%,6914
その他,25000,3.72%,3668
