ジャンル名,売上指数（千円）,シェア,商品ランク入り数
はちみつ梅,101253,42.02%,5410
その他,55781,23.15%,5188
しそ梅,20718,8.60%,2645
セット・詰め合わせ,13957,5.79%,1414
白梅干し,13334,5.53%,1442
田舎梅干し,10574,4.39%,977
赤じそ漬け,7499,3.11%,924
干し梅,5559,2.31%,1166
ねり梅,4756,1.97%,870
小梅,3582,1.49%,704
梅干しにんにく,2174,0.90%,369
きざみ梅,1441,0.60%,247
焼梅干し,326,0.14%,50
