ジャンル名,売上指数（千円）,シェア,商品ランク入り数
スープ,242877,46.55%,15741
ハンバーグ,83508,16.01%,6396
セット・詰め合わせ,72416,13.88%,3563
その他,42579,8.16%,5334
ピザ,34496,6.61%,3299
とんかつ,16925,3.24%,864
シチュー,8842,1.69%,1743
コロッケ,8764,1.68%,2156
グラタン,2871,0.55%,608
リゾット,2194,0.42%,442
ハヤシライス,2184,0.42%,690
サラダ,1245,0.24%,289
パエリア,1087,0.21%,146
ドリア,988,0.19%,219
ハンバーガー,601,0.12%,118
テリーヌ,128,0.02%,36
