ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,11035,38.41%,2323
セット・詰め合わせ,5353,18.63%,463
スープ,4900,17.06%,1272
参鶏湯,3336,11.61%,656
トッポギ,1828,6.36%,793
チヂミ,1000,3.48%,406
ナムル,979,3.41%,186
プルコギ,297,1.03%,95
