ジャンル名,売上指数（千円）,シェア,商品ランク入り数
パルミジャーノ・レッジャーノ,5040,60.87%,549
その他,1753,21.17%,351
ペコリーノ・ロマーノ,623,7.52%,99
コンテ,567,6.84%,88
チェダー,177,2.13%,42
エメンタール,121,1.46%,16
