ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,70785,18.18%,8830
火災警報器・ガス警報器,45900,11.79%,3019
その他,40149,10.31%,3657
防災セット・非常用持ちだし袋,39964,10.26%,1809
簡易トイレ,29719,7.63%,2388
懐中電灯,24826,6.38%,3724
消火器,23515,6.04%,1580
家具転倒防止用品,15590,4.00%,3350
保存水,12740,3.27%,1080
応急手当用品,12453,3.20%,1292
メガホン・拡声器,12383,3.18%,880
防災ラジオ,8985,2.31%,686
土嚢,7994,2.05%,492
携帯用浄水器,7896,2.03%,451
給水用品,7192,1.85%,1158
携帯トイレ,5117,1.31%,908
防災ヘルメット,5007,1.29%,497
避難はしご,4907,1.26%,343
固形燃料,3070,0.79%,431
簡易毛布・寝袋,2521,0.65%,597
ガソリン缶,2479,0.64%,300
担架,1453,0.37%,128
笛・ホイッスル,1205,0.31%,457
防災頭巾,1010,0.26%,301
防災用ストーブ,976,0.25%,85
放射能測定器・ガイガーカウンター,928,0.24%,111
発熱・加熱剤,599,0.15%,235
