ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,15956,33.88%,1479
ナマコ,5909,12.55%,390
カレイ,3404,7.23%,536
クエ,2614,5.55%,142
アンコウ,2601,5.52%,320
エイ,1973,4.19%,329
サメ,1702,3.61%,206
ニシン,1325,2.81%,412
カワハギ,1243,2.64%,285
ヒラメ,1046,2.22%,178
サワラ,1045,2.22%,139
ハタハタ,902,1.92%,175
ノドグロ,852,1.81%,179
カンパチ,830,1.76%,104
アユ,825,1.75%,231
アカメ・メヒカリ,808,1.72%,118
トビウオ,754,1.60%,194
クラゲ,667,1.42%,195
カジキ,427,0.91%,80
イワナ,407,0.86%,30
マス,384,0.82%,68
ハモ,372,0.79%,33
コイ,326,0.69%,85
キス,286,0.61%,107
タチウオ,120,0.25%,36
サヨリ,117,0.25%,21
カマス,47,0.10%,25
カサゴ,42,0.09%,13
メバル,32,0.07%,16
スズキ,24,0.05%,7
イサキ,16,0.03%,9
アイナメ,12,0.02%,4
アラ,12,0.02%,6
コチ,6,0.01%,3
ヤマメ,5,0.01%,3
オコゼ,4,0.01%,3
