ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,89805,44.09%,1995
その他,23348,11.46%,3709
位牌,20241,9.94%,1367
りん,12696,6.23%,1335
具足・仏具セット,12572,6.17%,1087
骨壷,9965,4.89%,1141
仏像,7247,3.56%,453
掛軸,5137,2.52%,667
香炉,3137,1.54%,680
盆提灯,2922,1.43%,341
経机,2657,1.30%,280
線香立,2421,1.19%,829
仏花,2182,1.07%,439
花立,2110,1.04%,412
具足,1708,0.84%,238
香道具,929,0.46%,283
木魚,875,0.43%,68
経本,831,0.41%,405
骨袋,753,0.37%,268
香炉灰・香炉石,749,0.37%,413
仏具用お手入れ用品,535,0.26%,261
香立て,427,0.21%,152
線香着火器,242,0.12%,139
水晶玉,184,0.09%,58
